ICR Number	ICR Name	ICR Type	ICR Value	ICR File	ICR Description	ICR Component	ICR Component	ICR Component	ICR Component	ICR Component
1152	VAM	R	VAMPAPI0	0		MPD
1153	PACKAGE FILE REFERENCES CLEANUP	G	DIC(9.4)	9.4	Loop through the "C" cross-reference on the PACKAGE file and delete any\nextra entries with the subscribing package namespace.  Where necessary,\nthe name of a package may be changed to make it unique.\n
1154	DIC	G	DIC(45.7,	45.7	The integration agreement allows reading (with FileMan only) the SPECIALTY\nfield (#1) of the FACILITY TREATING SPECIALTY file (#45.7).\n^DIC(45.7,D0,0)\n1        SPECIALTY            0;2      Read w/Fileman\nPointer to Specialty File.\n
1155	DBIA1155	G	ORD(100.9	100.9	This DBIA allows references to the OE/RR Notifications (#100.9) file.\n^ORD(100.9,0)\nThe Progress Notes package makes this reference.\n^ORD(100.9,DA,0)\n.02      PACKAGE ID           0;2      Direct Global Read & w\nThe Lab package makes this reference.\n
1156	DBIA1156	R	GMTSCW	0	Progress Notes rtn ^GMRPNCW is checking $L($T(CS^GMTSCW)) to ascertain if\nthe 'Advance Directive' component exported with GMTS*2.5*15 has been\ninstalled before proceeding with the enhanced CWAD display.\n	CD
1157	XPDMENU	R	XPDMENU	0	Extrinsic functions and API calls that can be used to manage Options in\nthe Options file. The LKOPT function is used to lookup all options.  The\nADD and DELETE functions are used to add/delete menu items.  The OUT,\nRENAME, LOCK, and RLOCK are APIs used to populate certain fields for a\ngiven option.\n	ADD	DELETE	RENAME	LKOPT	OUT	LOCK	RLOCK
1159	DBIA1159	R	DGMTAUD	0	The IVM package files new Means Tests into PIMS Means Test module.  This\nroutine contains utilities for audit changes to Means Tests.\n	SET
1160	ONCOLOGY FILE NAME CLEAN-UP	G	DD(164.07,0,'NM'	1	Clean-up of old file names.\n^DD(164.07,0,'NM','ICDO-1ENCODING')\n^DD(164.07,0,'NM','ICDO-1ENDCODING')\n
1162	DBIA1161-B	G	DIC(43.4,	43.4	Convert speciality code to its text equivalent\n^DIC(43.4,AEDR,CODE,\n.01      NUMBER               0;1      Direct Global Read & w\nAdmitting regulation number\n1        NAME                 0;1      Direct Global Read & w\nThe name of the VA admitting\nregulation\nThe file contains the recognized VA admitting regulations under which\na patient may be admitted to a VA facility\n
1163	DBIA1161-C	G	DIC(40.7,	40.7	Convert Speciality code to its text equivalent\n^DIC(40.7,C,CODE\n1        AMIS REPORTING STOP  0;2      Direct Global Read & w\nThis field contains the number\nrelated to the stop code that\nis used when generating the OPC\nfile.\n.01      name                 0;1      Direct Global Read & w\nContains the name of the clinic\nstop code.\nThis file contains all Clinic Stops and their associated AMIS stop\ncodes.\n
1164	DBIA1161-D	G	DIC(42.4,	42.4	Convert speciality code to text equivalent\n^DIC(42.4,CODE,\n.01      NAME                 0;1      Direct Global Read & w\nThe field contains the name of\nthe specialities allowable for\nselection through PTF.\nThe file contains recognized PTF treating specialties.\n
1166	DBIA1166	G	VAT(394.61	394.61	Used to verify and extract PDX transaction information\n^VAT(394.61,TRANPTR,\n.01      Transaction Number   0;1      Direct Global Read & w\n^VAT(394.61,TRANPTR,SEG,B,\n80       Data Segment         0;1      Direct Global Read & w\n^VAT(394.61,TRANPTR,ATHR1,\n50       Date/Time of Reply   ATHR1;1  Direct Global Read & w\n51       Authorizer           ATHR1;2  Direct Global Read & w\n^VAT(394.61,TRANPTR,ATHR2,\n60       Authorizing Site     ATHR2;1  Direct Global Read & w\n61       Authorizing Address  ATHR2;2  Direct Global Read & w\n^VAT(394.61,TRANPTR,QRY,\n11       Patients SSN         QRY;2    Direct Global Read & w\n
1167	DBIA1167	R	YSINI02Q	0	When sites run Mental Health V. 5.01 inits and they have the DSM3\n^DIC(627, file that has the 2nd and 3rd pieces flipped the install\ngracefully aborts and tells the user that the DSM3 file is missing\nconversion node(s)!! The DSM conversion cannot continue and the correct\nversions of this file should have been installed during the Mental Health\nV. 5.01 initialization process.\n\nPermission from the FILEMAN community to do the following:\n1. Hard KILL the node ^DIC(627,310.1) at END+1^YSD4PRE.\n2. Reverse the values of the 2nd and third pieces on line\nQ+36^YSINI035.\n\nAll routine changes will be sent out in patch YS*5.01*6.\n
1168	FILE 124	G	DD(	0	Since the .01 field of the TG Term (124.6) file is 2-60 characters in\nlength, and there is no need to add a second regular cross-reference, the\nText Generator would request an exemption to modify the "B" cross-\nreference so that it uses 60 characters instead of 30.\n^DD(124.6,.01,1,1,1)\nThe modification here is to change:\n^DD(124.6,.01,1,1,1)=S ^GMRD(124.6,"B",$E(X,1,30),DA)=""\nto:\n^DD(124.6,.01,1,1,1)=S ^GMRD(124.6,"B",$E(X,1,60),DA)=""\n^DD(124.6,.01,1,1,2)\nThe modification here is to change:\n^DD(124.6,.01,1,1,2)=K ^GMRD(124.6,"B",$E(X,1,30),DA)\nto:\n^DD(124.6,.01,1,1,2)=K ^GMRD(124.6,"B",$E(X,1,60),DA)\n
1169	DBIA1169-A	G	HL(771.5,	771.5	Check for existance of version 2.2 in 771.5.  If missing add via Fileman\n^NONE\n.01      VERSION NUMBER       0;1      Both R/W w/Fileman\nAdd version 2.2 if it doesn't\nexit\nA list of HL7 versions supported by the DHCP site\n
1170	DBIA1169-B	G	HL(771.2,	771.2	Checks and adds "ADR" message type if it does not exist in HL7 MESSAGE\nTYPE file (#771.2).\n\nThis DBIA is being revised for version 1.6 of HL7.\n\nApplications wishing to export interfaces may have the need to update\nspecific HL7 reference files with entries relevant to the current HL7\nstandard or VA-specific 'Z' segments.\n\nApplications may read/update the following files using KIDS or documented\nVA Fileman calls following written notification and approval of an\nappropriate official in Technical Integration.\n\n771.2 HL7 MESSAGE TYPE 771.1 HL7 FIELD 771.3 HL7 SEGMENT 771.5 HL7 VERSION\n779.001 HL7 EVENT TYPE CODE\n^NONE\n.01      ABBREVIATED NAME     0;1      Both R/W w/Fileman\nThe three character HL7 message\ntype abbreviation\nA list of HL7 messages supported by the DHCP site\n
1175	DBIA1175	G	RA(72,	72	Radiology gives permission to Imaging to read file #72 (^RA).\n^RA(72,\n.01      EXAM STATUS          0;1      Direct Global Read & w\nExam status\n3        ORDER                0;3      Direct Global Read & w\nThe order of status progression\nfor the exam entry.\n7        TYPE OF IMAGING      0;7      Direct Global Read & w\nThe Imaging type for the exam\nstatus entry.\n9        VISTARAD CATEGORY    0;9      Direct Global Read & w\n^RA(72,'AVC',VISTARAD CATEGORY,DA\nDirect global read access to the x-ref.\n
1177	DBIA1177	R	RARTR	0	Radiology gives permission to Imaging to call ^RARTR to display a\nradiology report.  This will be called with RARPT set to the internal\nentry number for the report to be displayed.\n\n\n
1178	DBIA1178	R	RARIC	0	Radiology gives permission to Imaging to call CREATE^RARIC to write data\nto the ^RARPT global.  This will be called after RA variables are set as\ndone by RAPTLU (for example, RADTE, RACN, RADFN, RADTI, RACNI, etc).\n\nA report created through this call by the Imaging Package is a skeletal\nreport that is there solely for the purpose of providing a place to store\nthe Imaging pointer in Field 2005.  This is necessary because images are\nvery often captured prior to the report transcription.\n\n	CREATE
1179	DBIA1179	R	RARIC	0	Radiology gives permission to Imaging to call PTR^RARIC to write data to\nthe ^RARPT global.  This is called with RARPT set to the internal entry\nnumber of the radiology report file and MAGGP set to the internal entry\nnumber for the image/object in File 2005.  MAGGP will be set into file 74\nas the pointer to the image/object.\n\n	PTR
1180	DBIA1180	R	RAUTL1	0	Radiology gives Imaging permission to call UP1^RAUTL1 when updating the\nInterpreting Radiologist (Primary Interpreting Resident, or Primary\nInterpreting Staff) from the Imaging VistARad Workstation software.\n	UP1
1181	DGPM MOVEMENT EVENT			0	This is the event invoked by the registration, discharge, or transfer of a\npatient.  Actions from any application area that are dependent on this\nevent may be added to this event upon approval of the DBIC.\n\nThe variable DGQUIET -MUST- be checked before doing writes to the screen.\nE.g., W:'$G(DGQUIET) !!,"Updating appointment status..."\n\nPlease note:  If a package has an installation which affects one of the\nprotocols on DGPM MOVEMENT EVENTS, we strongly urge you to disable the\nfollowing options during installation:\n\nAdmit a Patient               DG ADMIT PATIENT\nTransfer a Patient            DG TRANSFER PATIENT\nTreating Specialty Transfer   DG TREATING TRANSFER\nCheck-in Lodger               DGPM CHECK-IN\nLodger Check-out              DGPM CHECK-OUT\nDischarge a Patient           DG DISCHARGE PATIENT\nDisposition and Application   DG DISPOSITION APPLICATION\nExtended Bed Control          DG BED CONTROL EXTENDED\nLoad/Edit PTF Data            DG PTF SCREEN\nQuick Load/Edit PTF Data      DG PTF QUICK LOAD\nEnter/Edit an IRT             DGJ IRT ENTER/EDIT\n
1183	Health Summary extract routine for Problem List	R	GMPLHS	0		GETLIST
1184	GMTSLTR	R	GMTSLTR	0	Progress Notes uses the Health Summary package to print large letters\nbetween locations when batch prting PNs.\n\nI $L($T(^GMTSLTR)) S GMTSLTR=$P(^SC(GMRPCO,0),U,2) D ^GMTSLTR\n	GMTSLTR
1185	DELETE OPTION QUEUING INFORMATION	R	DGYMODS	19	We have been tasked with turning off the ODS software.  As part of that,\nwe would like to unschedule the nightly background job.  The following\ncode will be used in a one time clean-up routine:\n\nS DGVER=$$VERSION^XPDUTL("XU")\nS DIC="^DIC(19,",DIC(0)="QMZ",X="A1B2 BACKGROUND JOB" D ^DIC S\n(DGIEN,DA)=+Y\nI DA'>0 G ENQ ; background job not in option file\nI DGVER<8 S DR="200///@;201///@;202///@;203///@",DIE=DIC D ^DIE\nI DGVER'<8 S DIK="^DIC(19.2," F DA=0:0 S DA=$O(^DIC(19.2,"B",DGIEN,DA))\nQ:'DA  D ^DIK\n
1186	OPTION SCHEDULING FILE ACCESS	G	DIC(19.2	19.2	If a site is running KERNEL 8 or higher, we'd like to delete all entries\nin the SCHEDULED OPTIONS file for the ODS BACKGROUND JOB.  Code is as\nfollows:\n\nS DGVER=$$VERSION^XPDUTL("XU")\nS DIC="^DIC(19,",DIC(0)="QMZ",X="A1B2 BACKGROUND JOB" D ^DIC S\n(DGIEN,DA)=+Y\nI DA'>0 G ENQ ; background job not in option file\nI DGVER<8 S DR="200///@;201///@;202///@;203///@",DIE=DIC D ^DIE\nI DGVER'<8 S DIK="^DIC(19.2," F DA=0:0 S DA=$O(^DIC(19.2,"B",DGIEN,DA))\nQ:'DA  D ^DIK\n
1187	DBIA1187	G	DG(408.34,	408.34	The IVM package files new Means Tests in the PIMS Means Test module.  IVM\nrequests permission to read from the SOURCE OF INCOME TEST file.\n^DG(408.34,D0,0\n.01      NAME                 0;1      Direct Global Read & w\nCheck is done to see if source\nof Means Test is IVM or VAMC.\n
1188	DBIA1188	G	DGMT(408.41,	408.41	The IVM package files new Means Tests in the PIMS Means Test module.  IVM\nrequests permission to read from the Means Test CHANGES file.\n^DGMT(408.41,'D',\n.03      MEANS TEST           0;3      Direct Global Read & w\nThis cross-reference is used to\nfind all records in this file\nassociated with a specific\nMeans Test.\nWhen all records for the specific Means Test are found, then a check\nof the income person field can be done.\n^DGMT(408.41,D0,0,\n.1       INCOME PERSON        0;10     Direct Global Read & w\nThis field will hold the\npointer value of the dependent\nwhen a name, DOB, SSN or sex\nchange is audited.\nWhen an IVM Means Test is deleted, any demographic entries in this\nfile must be restored to 408.12 & 408.13.\n
1189	DBIA1189-A			0	The purpose of this agreement is to provide access to the Medicine package\n(custodian) by the Imaging package (subscriber) for the purpose of\ncreating a new Medicine package entry (stub:Pt ID, Date/time) as a holder\nof an Imaging pointer or set of Imaging pointers.  The Imaging pointers\nare set in the field 2005, as descendants of the 0 subscript of node 2005\nin each of the following files: Echo(691), Cardiac Cath(691.1),\nEKG(691.5), Hematology(694), Endoscopy(699), Generalized Procedure(699.5),\nand Rheumatology(701).\n\nIn addition, the MEDICAL PATIENT field (location 0;2) is also permitted\nfor Direct Global Read.\n\nThe Imaging routines which perform this function are as follows: MAGMCPT*\nand MAGUFILR\n
1190	DBIA1189-B			0	The purpose of this agreement is to provide access to the Medicine package\n(custodian) by the Imaging package (subscriber) for the purpose of editing\n(including deletion of) Medicine package Image entries.  The Imaging\npointers are set in the field 2005, as descendants of the 0 subscript of\nnode 2005 on each of the following files: Echo(691), Cardiac Cath(691.1),\nEKG(691.5), Hematology(694), Endoscopy(699), Generalized Procedure(699.5),\nand Rheumatology(701).\n\nThe Imaging routines which perform this function are as follows: MAGMCPT*,\nMAGUDEL* and MAGUFILR.\n
1193	DBIA1193	R	MCMAGDSP	0	This privately supported entry point allows the display the full Medicine\nreport associated with the Imaging Workstation Display. The routine\nMCMAGDSP has an entry point of REPRT which, when passed the IEN and the\nMedicine package file number, will display the full report to the\nWorkstation (only).  This routine (MCMAGDSP) will be bundled in a patch to\nMedicine 2.2.  It contains display functionality for the following types\nof Medicine procedures: Electrocardiograms (ECG), Echocardiography (ECHO),\nCardiac Catheterization, Hematology (Bone Marrow biopsies and aspirates),\nPulmonary Endoscopies, Gastrointestinal Endoscopies, Medicine Consults,\nGeneric Procedures, and Rheumatology. This is the current extent of\nMedicine procedures that have Imaging pointer fields.  This reporting\nfunctionality uses the Procedure/Subspecialty file in tandem with the\nresult files to determine the type of procedure. This is necessary as many\nof the results files share a common structure to house data of different\nprocedure types (as in different CPTs). The MCMAGDSP routine uses the same\ncompiled print templates that Medicine uses and there are also calls to\nutilities of the common Medicine print driver.\n	REPRT
1196	IMAGING/SURGERY MAGSRIC	R	MAGSRIC	0	The Surgery Package is given permission to call IM^MAGSRIC to provide\nimage capture capability to users of the operations options\n	IM
1197	IFCAP FUND CONTROL POINT INFORMATION	R	PRCSUTCP	0	This integration agreement allows Generic Code Sheets (version 2.0) to\ncall IFCAP routines from within distributed input templates.  The calls\nwill return fund control points and information pertaining to the fund\ncontrol point which is used to build the FMS code sheets.\n	CP
1198	IFCAP FUND CONTROL POINT INFORMATION	R	PRCSUT	0	This integration agreement allows Generic Code Sheets (version 2.0) to\ncall IFCAP routines from within distributed input templates.  The calls\nwill return fund control points and information pertaining to the fund\ncontrol point which is used to build the FMS code sheets.\n\n	FY	BBFY
1199	IFCAP FUND CONTROL POINT INFORMATION	R	PRC0C	0	This integration agreement allows Generic Code Sheets (version 2.0) to\ncall IFCAP routines from within distributed input templates.  The calls\nwill return fund control points and information pertaining to the fund\ncontrol point which is used to build the FMS code sheets.\n\n	ACC	SEC1
1201	KERNEL transport MM routine	R	XMGAPI4	0	Kernel needs to transport MailMan routine XMGAPI4 to sites untill MailMan\n7.2 is installed.  KIDS will check and only install the routine if it\ndoesn't already exist.\n	NU
1202	MAGING/SURGERY CLEANUP	R	MAGSRIC	0	The Surgery Package is given permission to call CLEAN^MAGSRIC to kill MAG\nnamespaced local variables on exit from routine(s) using IM^MAGSRIC for\nimage capture.\n	CLEAN
1203	SURGERY/IMAGING REPORT DISPLAY	R	SROPRPT	0	The Imaging Package is given permission to call SROPRPT to display surgery\noperation reports.\n	SROPRPT
1204	SURGERY/IMAGING FIELD 2005	G	SRF(	130	The Surgery Package will reserve field 2005 of File 130 for an IMAGE\nmultiple pointing to File 2005.  (The Surgery Package will be adding this\nfield to its package as soon as feasible.) Imaging Package is given\npermission to set and delete pointers from Field 2005 of File 130.\n^SRF(D0,2005,\n.01      IMAGE                0;1      Direct Global R/W & w/\nSurgery Operation Report file.\n^SRF(\n.01      PATIENT              0;1      Direct Global Read & w\n
1205	KERNEL 8 transport of ORBUTL	R	ORBUTL	0	Kernel 8.0 needs to transport the routine ORBUTL.  This routine was\nmodified in order to work with Kernel 8.0.  The changes are not compatible\nwith Kernel 7.1. This is a one time release.\n
1206	DBIA1206	G	DD(	0	During the installation of IFCAP v. 5.0 (namespace PRC) and IFCAP's\nGeneric Inventory Package v. 5.0 (namespace PRCP), direct MUMPS kills of\nerroneous ^DD nodes need to be done in the Pre-Init After User Commit and\nthe Post-Init routines.  The specific nodes are listed below:\n1. IFCAP (namespace PRC):\na.  Field descriptions (node 21) for files and sub-files in\nthe range from 410 to 443.99.  The kills are done in the\nDESCRIP^PRC5INS1 module, which is called from PRC5A, the Pre-Init\nAfter User Commit routine.  The clean up is necessary as the new\ndescription may have fewer lines than the previous description,\nand, with double question mark help, the left-over lines\nmay appear.\nb.  Erroneous Computed Field nodes for fields currently defined as\nFree-Text:\n^DD(420.01,2,9.01), ^DD(420.01,2,9.1), ^DD(420.01,2,9.2)\n^DD(420.01,3,9.01), ^DD(420.01,3,9.1), ^DD(420.01,3,9.2)\nThe kills are done in routine PRC5A, the Pre-Init After User Commit\nroutine.\nc.  Erroneous "IX" node:\n^DD(442.8,0,"IX","AE",442.8,.01)\nThe kill is done in routine PRC5A.\nd.  Erroneous "NM" node:\n^DD(420.11,0,"NM","SUBACCOUNT")\nThe kill is done in routine PRC5A.\n2. Generic Inventory Package of IFCAP (namespace PRCP):\na.  Field descriptions (node 21) from files and sub-files in the\nrange from 445 to 447.  The kills are done in the DESCRIP^PRC5INS1\nmodule, which is called from PRCP5PRE, the Pre-Init After User\nCommit routine.\nb.  Erroneous "ID" node:\n^DD(445.121,0,"ID","WRITE")\nThe kill is done in routine PRCP5POS, the Post-Init routine.\nc.  Erroneous "NM" node:\n^DD(445.121,0,"NM","MEMBER OF SET/PACK")\nThe kill is done in routine PRCP5POS.\n
1207	DBIA1207	R	MCARDSS	0	1) Decision Support System (DSS) interface\n\nFunctional description:\nThis process provides a reporting mechanism to the DSS package.  The\nsubscriber passes a Starting date and ending date to the MCARDSS routine\nand the TMP global will store the result records in an arbitrary order.\nThe results include the following required fields: Date and Time the\nrecord is released, Provider signing or signed for, CPT code, Patient\nidentification\n\nSoftware components: Routines -- ^MCARDSS, ^MCBLD, ^MCPTF File(s)     --\nProcedure Term File: ^MCAR(694.8 Menu Options: None\n\nTechnical overview: The DSS application makes a parameterized call to\n^MCARDSS(Start_date,End_date) with dates in regular Fileman date/time\nformat.  Only results which have a valid signature, CPT code, date signed,\nand valid patient ID will be returned in the ^TMP($J,count) scratch\nglobal.  The result is stored as follows: Provider ID(DUZ)^Patient\nID(DFN)^Date/time signed(FM DATE/TIME)^CPT code for example --\n^TMP(1231231,3)=194^2323^295101010.1232^93005\n	START
1208	DBIA1208	R	RAPSET1	0	Radiology gives permission to Imaging to call SET^RAPSET1.  The purpose of\nthis call is to set up some variables needed to do exam look-ups, etc.\n	SET
1209	DBIA1209	R	RACNLU	0	Radiology gives permission to Imaging to call ^RACNLU look up a patient by\nradiology case number.  SET^RAPSET1 must be called first to set variables.\nThis is an interactive routine, so other input is provided by the user.\n\n
1210	PRINT 1010F WITH ENCOUNTER FORMS	R	DGMTP	0	Allow AICS to print 1010F's for patients who require a means test or thier\nmeans test will expire within a specified number of days.\n	START
1220	DBIA1220-A	G	PSNDF(	50.6	The Consolidated Mail Outpatient Pharmacy package will extract\ninformational data on a daily basis.\n^PSNDF(D0,5,1,2)\n5        VA PRINT NAME        2;1      Direct Global Read & w\n6        VA PRODUCT IDENTIFIE 2;2      Direct Global Read & w\n7        TRANSMIT TO CMOP     2;3      Direct Global Read & w\n8        VA DISPENSE UNIT     2;4      Direct Global Read & w\n
1223	DBIA1220-D	G	DIC(54,	54	The Consolidated Mail Outpatient Pharmacy package modified the input\ntransform for the .01 to prevent the editing of the first 21 entries after\nthe CMOP installation. This will provide consistency in the drug warnings\ntransmitted with drugs to be dispensed by the CMOP.\n^DD(54,.01,0)\n
1230	PRINT A MESSAGE API	R	XMA0	0	The entry points in this API print messages:\n- PR2^XMA0    print a message with a header\n- HDR^XMA0    print a message without a header\n- ENTPRT^XMA0 interactive print a message\n	ENTPRT	HDR	PR2
1231	DBIA1231	G	PS(52.6	52.6	This file was previously in Inpatient Meds versions up to 5.0.  Now it has\nmoved to Pharmacy Data Management 1.0.  It is used extensively throughout\nour routines.  With this move, we are requesting read and write access to\nthe entire file and cross-references via FileMan utilities and direct\nwrites/reads.\n
1232	INTERACTIVE REPLY TO A MESSAGE API	R	XMAH1	0	This API lets the user interactively reply to a message in his mailbox.\nThere are two ways to invoke it:  D ^XMAH1 or D ENTA^XMAH1.\n	ENTA
1233	INTERACTIVE ANSWER OR SEND A MESSAGE API	R	XMA11A	0	This API lets the user answer a message or send a message.\n\nWhen you send an answer to a message, the original message is copied into\nthe answer, the user edits the answer, the user's network signature is\nappended to the end of the answer, and the whole thing is automatically\naddressed to the sender of the original message.\n	WRITE
1234	DBIA1234	G	DIC(3.1	3.1	^DIC(3.1\n.01      NAME                 0;1      Direct Global Read & w\nName field.\nTitle File.\n
1235	DBIA1235	G	RMPR(662,	662	ROES V2.0 references the Pros Disability Code File to print and display a\npatient's rated disabilities.  Access is read only for the ARABIC\nDISABILITY NAME (.01) field and the "B" cross-reference of the .01 field.\n^RMPR(662,i,0)\n.01      ARABIC DISABILITY NA          Read w/Fileman\nThe .01 field contains the name\nof the prosthetic disability\nselected.\nPROS DISABILITY CODE\n
1236	DBIA1236	R	MCORMN	0	To support Medicine 2.2 with 4 new components the $$HL7^MCORMN(MESSNUM)\nentry point needs to be called. This interface will allow Health Summary\nto get patient data for a breif summary, a brief summary for only abnormal\nvalues, a full summary and a full captioned summary. It will also support\nthe existing one line medicine summary. This interface is setup in an HL7\ncompliant manner. HS will need to have the Pateint DFN, Beginning Date,\nEnding Date, # of occurrences, and Type of Date (Full or Brief) set into a\nmessage via the ^XMD call. The $$HL7^MCORMN(MESSNUM) call will retrieve\nthe available data based on the above specifications and using the message\nnumber returned from the ^XMD call. Data that will be returned via the\nmessage is DATE/TIME, PROCEDURE, SUMMARY, PROCEDURE SUMMARY, and the\nPROCEDURE REPORT.\n	HL7
1237	DBIA1237	G	DD(	0	The pre-init routines for ROES V2.0 change several file names, clean up\nleftover DD nodes, and an obsolete cross-reference.  These changes were\nsuggested by the verifier to maintain consistency throughout the system.\n\n1.  The screen on the 'BATTERY TYPE FURNISHED' field is deleted with a\nKill command.\n\nGLOBAL REFERENCE:\n^DD(791810.0101,.02,12)\n^DD(791810.0101,.02,12.1)\n\n2.  The old name of field 791810.0101 is cleaned up in ORDER^RMPFPOST.\nFileMan creates a duplicate NM node when a subfile name changes.\n\nGLOBAL REFERENCE:\n^DD(791810.0101,0,"NM","TRANSACTION")\n\n3.  The 'AD' cross-reference on the .01 field of file number 791810 is\nkilled with a direct kill in EXIT^RMPFPRE routines.  The following is a\ncapture of the code:\n\nEXIT   F X=0:0 S X=$O(^DD(791810,.01,1,X)) Q:'X  D\n.K:$G(^DD(791810,.01,1,X,0))="791810^AD^MUMPS" ^DD(791810,.01,1,X)\nK ^DD(791810,0,"IX","AD",791810,.01)\n\nGLOBAL REFERENCE:\n^DD(791810,.01,X,0)\n^DD(791810,0,"IX","AD",791810,.01)\n\n4.  The file names of files 791810, 791810.1, 791810.2, 791812 are changed\nusing DIE like the following:\n\nS DIE=1,DA=701810,DR=".01////STATION ORDER" D ^DIE\n
1238	DBIA1238	R	PXRHS01	0	The Health Summary Package desires to set up an integration agreement with\nthe PCE Package to call the entry point VISIT^PXRHS01 to retrieve Visit,\nICD-9, CPT, and Provider data. Input data will be done via parameter\npassing and output data will be placed in the ^TMP global in the specified\nformat that is described in this agreement.\n\nEntry point: VISIT(DFN,ENDDT,BEGDT,OCCLIM,CATCODE,EXTRCODE,TIMEORD)\n\nINPUT  : DFN      - Pointer to PATIENT file (#2)\nENDDT    - Ending date/time in internal FileMan format\n- Defaults to today's date at 11:59 pm\nBEGDT    - Beginning date/time in internal FileMan format\n- Defaults to one year prior to today's date\nOCCLIM   - Maximum number of visits returned\nCATCODE  - Pattern Match which controls visit data that is\nreturned (Can include multiple codes)\nA = AMBULATORY\nH = HOSPITALIZATION\nI = IN HOSPITAL\nC = CHART REVIEW\nT = TELECOMMUNICATIONS\nN = NOT FOUND\nS = DAY SURGERY\nO = OBSERVATION\nE = EVENT (HISTORICAL)\nR = NURSING HOME\nD = DAILY HOSPITALIZATION DATA\nX = ANCILLARY PACKAGE DAILY DATA\nEXTRCODE - Pattern Match indicating which optional\ndata is returned (Can be multiple)\nP = return PROVIDER data\nC = return CPT (procedure) data\nD = return ICD-9 (diagnosis) data\nTIMEORD  - Order visits on same day are indexed\nDefault is inverse cronological order\n1 = Time order in regular cronological order\n\nOUTPUT :\nData from VISIT (9000010) file except for hosp. loc. abbr.\n^TMP("PXHSV",$J,InvExDt,COUNT,0) = VISIT/ADMIT DATE&TIME [I;.01]\n^ TYPE [E;.03] ^ LOC. OF ENCOUNTER [E;.06]\n^ SERVICE CATEGORY [E;.07] ^ CHECK OUT DATE&TIME [I;.18]\n^ HOSPITAL LOCATION [E;.22] ^ HOSP. LOC. ABBREVIATION [E;44;1]\n^ OUTSIDE LOCATION [E;2101] ^ CLINIC [E;.08]\n^ WALK IN/APPT [E;.16] ^ LEVEL OF SERVICE [E;.17]\n^ ELIGIBILITY [E;.21]\nData from V CPT (9000010.18) file\n^TMP("PXHSV",$J,InvExDt,COUNT,"C",X) = CPT [I;.01]\n^ PROVIDER NARRATIVE [E;.04]\n^TMP("PXHSV",$J,InvExDt,COUNT,"C",X, MODIFIER [E;1/.01]) = ""\nData from V POV (9000010.07) file\n^TMP("PXHSV",$J,InvExDt,COUNT,"D",X) = POV [I;.01]\n^ MODIFIER [E;.06] ^ CAUSE OF DX [E;.07]\n^ PLACE OF ACCIDENT [E;.11] ^ PRIMARY/SECONDARY [E;.12]\n^TMP("PXHSV",$J,InvExDt,COUNT,"D",X,"N") = PROVIDER NARRATIVE [E;.04]\nData from V PROVIDER (9000010.06) file\n^TMP("PXHSV",$J,InvExDt,COUNT,"P",X) = PROVIDER [E;.01]\n^ PRIMARY/SECONDARY [E;.04]\nData from V HOSPITALIZATION (9000010.02) file (If Service Category  is\nfor hospitalization)\n^TMP("PXHSV",$J,InvExDt,COUNT,"H",X) = DATE OF DISCHARGE [I;.01]\n^ ADMITTING DX [E;.12]\n\n[] = [I(nternal)/E(xternal); Optional file #; Record #]\nSubscripts:\nInvExDt - Inverse FileMan date of DATE OF visit [.01]\nCount   - # of entry\n	VISIT
